delta.FP1,delta.FP2,delta.F7,delta.F3,delta.Fz,delta.F4,delta.F8,delta.T3,delta.C3,delta.Cz,delta.C4,delta.T4,delta.T5,delta.P3,delta.Pz,delta.P4,delta.T6,delta.O1,delta.O2,theta.FP1,theta.FP2,theta.F7,theta.F3,theta.Fz,theta.F4,theta.F8,theta.T3,theta.C3,theta.Cz,theta.C4,theta.T4,theta.T5,theta.P3,theta.Pz,theta.P4,theta.T6,theta.O1,theta.O2,alpha.FP1,alpha.FP2,alpha.F7,alpha.F3,alpha.Fz,alpha.F4,alpha.F8,alpha.T3,alpha.C3,alpha.Cz,alpha.C4,alpha.T4,alpha.T5,alpha.P3,alpha.Pz,alpha.P4,alpha.T6,alpha.O1,alpha.O2,beta.FP1,beta.FP2,beta.F7,beta.F3,beta.Fz,beta.F4,beta.F8,beta.T3,beta.C3,beta.Cz,beta.C4,beta.T4,beta.T5,beta.P3,beta.Pz,beta.P4,beta.T6,beta.O1,beta.O2,highbeta.FP1,highbeta.FP2,highbeta.F7,highbeta.F3,highbeta.Fz,highbeta.F4,highbeta.F8,highbeta.T3,highbeta.C3,highbeta.Cz,highbeta.C4,highbeta.T4,highbeta.T5,highbeta.P3,highbeta.Pz,highbeta.P4,highbeta.T6,highbeta.O1,highbeta.O2,gamma.FP1,gamma.FP2,gamma.F7,gamma.F3,gamma.Fz,gamma.F4,gamma.F8,gamma.T3,gamma.C3,gamma.Cz,gamma.C4,gamma.T4,gamma.T5,gamma.P3,gamma.Pz,gamma.P4,gamma.T6,gamma.O1,gamma.O2
13.425118,11.002916,11.942516,15.272216,14.15157,12.456034,8.436832,9.975238,14.83474,10.950564,12.742712,6.230904,11.23842,14.767063,15.653628,13.290791,8.538482,14.740076,9.326202,11.768909,8.725535,9.201389,13.089875,12.350967,9.711676,5.298104,6.413413,10.777291,7.328993,8.045258,3.074612,7.016035,10.370045,11.234658,8.603103,3.876353,7.077455,6.583032,33.852363,27.914361,22.454272,33.012434,35.582111,31.222377,16.653487,12.46664,30.765292,29.192492,26.289564,6.004026,25.688996,54.890297,83.813278,60.357041,22.509232,49.292022,24.536612,30.423142,23.859927,25.380145,34.776727,31.968025,26.93178,14.097111,17.907382,31.858213,21.331871,25.091939,7.128827,23.088577,40.930709,42.781735,38.216524,15.053848,26.651776,21.774445,2.405026,1.84943,2.372416,3.155157,2.583577,2.10768,1.378047,1.604894,2.650001,1.588493,2.17933,0.789076,1.865844,2.588811,2.48016,2.680374,1.726309,1.830967,3.144451,1.465631,1.128447,1.220812,1.637785,1.550037,1.224922,0.82246,0.83575,1.228602,0.903383,0.931967,0.437117,0.930843,1.234874,1.373268,1.411808,1.140695,1.118041,3.162143
